更新时间,#genre#
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8
江苏卫视,http://39.134.65.175/PLTV/88888888/224/3221225503/1.m3u8
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8
CCTV14,http://39.134.67.108/PLTV/88888888/224/3221225674/1.m3u8
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221225517/1.m3u8
浙江卫视,http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/1.m3u8
CCTV12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/1.m3u8
湖北卫视,http://39.134.65.162/PLTV/88888888/224/3221225569/1.m3u8
湖南卫视,http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8
湖南卫视,http://39.134.65.175/PLTV/88888888/224/3221225506/1.m3u8
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8
北京卫视,http://39.134.65.173/PLTV/88888888/224/3221225678/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/playlist.m3u8
TVBS Asia (1080p),http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森新闻美洲台,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
American Horrors (480p),http://107.167.7.162:8081/playlist/amhor/playlist.m3u8
Channel U,http://cdn6.163189.xyz/163189/chu
湖南卫视,http://23.237.228.134/live6/hunan.m3u8
广西卫视,http://23.237.228.134/live6/guangxi.m3u8
东方卫视,http://23.237.228.134/live6/dongnan.m3u8
重庆卫视,http://23.237.228.134/live6/chongqing.m3u8
广西卫视,http://23.237.228.134/live6/guizhou.m3u8
CCTV3,http://23.237.228.134/live5/CCTV3.m3u8
CCTV9,http://23.237.228.134/live5/CCTV9.m3u8
贵州卫视,http://23.237.228.134/live6/hainan.m3u8
CCTV2,http://23.237.228.134/live5/CCTV2.m3u8
湖北卫视,http://23.237.228.134/live6/hubei.m3u8
CCTV7,http://23.237.228.134/live5/CCTV7.m3u8
广东卫视,http://23.237.228.134/live6/guangdong.m3u8
歌MV,http://vd4.bdstatic.com/mda-ickhjq8gkcxz55i1/sc/mda-ickhjq8gkcxz55i1.mp4
雨中相思-龙千玉,http://txmov2.a.yximgs.com/upic/2020/11/25/16/BMjAyMDExMjUxNjAwNDRfMTU0MDc1NjUwOF8zOTc3MTI2OTA2MF8yXzM=_b_B0652e68c50f21d5cb6bdda5dbc7a3c13.mp4
歌MV5,http://vd4.bdstatic.com/mda-jhtriuc2z5fddtre/sc/mda-jhtriuc2z5fddtre.mp4
爱情一阵风,http://vd3.bdstatic.com/mda-jf5fre7jvd0q3rfu/mda-jf5fre7jvd0q3rfu.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
陕西卫视,http://23.237.228.134/live6/sichuan.m3u8
AssyriaSat (720p) [Not 24/7],http://66.242.170.53/hls/live/temp/index.m3u8
一句再会-陈思安,http://txmov2.a.yximgs.com/upic/2020/11/07/23/BMjAyMDExMDcyMzM3MTdfMTU0MDc1NjUwOF8zODg5OTQ0NTkxMl8yXzM=_b_B75778f52a4759d91ee9275fffb96812f.mp4
「电视伴音」东方卫视,http://satellitepull.cnr.cn/live/wx32dfws/playlist.m3u8
深圳卫视,http://23.237.228.134/live6/shenzhen.m3u8
8TV,http://cdn6.163189.xyz/163189/8tv
中天新聞台 (1080p),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
王彩華爱情的骗子我问你,http://vd4.bdstatic.com/mda-jm4h7v1isxwc660u/sc/mda-jm4h7v1isxwc660u.mp4
東森購物60 (480p),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV18.m3u8
AABC TV (480p),https://streamer1.connectto.com/AABC_WEB_1201/index.m3u8
ARTN TV (1080p) [Not 24/7],https://streamer1.connectto.com/ARTN_mobile/index.m3u8
心挂意无处用,http://vd3.bdstatic.com/mda-jfkgx7x5gki9xpgs/mda-jfkgx7x5gki9xpgs.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
[BD]HOY 77 *sg,https://stream1.freetv.fun/7dc8bf470430004791ec5e7712e3eb2087cc07d7e8443a6b1843a59946a0fdcf.m3u8
Newport Beach Television (720p),https://cdn3.wowza.com/5/RXJNMFI3VlVkOEFP/newportbeach/G0064_003/playlist.m3u8
Amga TV (720p) [Not 24/7],https://streamer1.connectto.com/AMGA_WEB_1202/playlist.m3u8
[HD]c plus,https://stream1.freetv.fun/32345d09e1f050cce33ecccc9c803cc97866cc36ddd83a8cca5395d0cd5ed20e.m3u8
[BD]mytime movie network,https://stream1.freetv.fun/4dcfe6b94315e523fdc36c33af599d211682761d528521f889ff25a32659ef44.m3u8
翡翠台「字幕」,https://mytv.cdn.loc.cc/o12.php?id=fct
維護時間：2026-2-2 #佛系維護...,https://epg.iill.top/v/301.mp4
[BD]cctv1[geo-blocked],https://stream1.freetv.fun/c26bc29b4c23283f729a3b949065d8be4420cd2339ed981b534aa0ac9bcf22dc.m3u8
[BD]viutv,https://stream1.freetv.fun/855fcf2cb6242c3bbf91d073a966eefcecb239f58f03460b4947d32ee7785d2c.m3u8
[BD]Viutv *sg,https://stream1.freetv.fun/45181db55db70a3fc349faf2ef2b901599a9cbc7106f2674134cac2db74b2f81.m3u8
[BD]星空国际[geo-blocked],https://stream1.freetv.fun/75e262d43778a32cb887d4ede15dc972143a0522e4d89a81f45b7307f6fedd61.m3u8
[BD]tvbs亚洲,https://stream1.freetv.fun/395aa9bcecda230deb8046ff6d1b97f4158ab2d965e8610e865dc27560447d33.m3u8
[BD]凤凰中文 *sg,https://stream1.freetv.fun/3892090ddf2c069555068609c569dd1d5c39c7a4b2d3d614fdec6a1337b715be.m3u8
[VGA]Kix *a,https://stream1.freetv.fun/9377f46a9bf98114be8a5b30933e1bbc3f6cc633d9eb14bac066049e58439c5e.m3u8
白头到老不分离,https://txmov2.a.kwimgs.com/upic/2022/05/21/06/BMjAyMjA1MjEwNjA0MDdfOTU2MzA3MDg4Xzc0ODg3NDA1MzIxXzJfMw==_b_Be67c60b303816935515c988457de1f77.mp4
[BD]tvbs亞洲,https://stream1.freetv.fun/0854ce5d4e8860e055549f5881ef05ab76b1bd0bc5bea78057553ed66f44d800.m3u8
[BD]icons unearthed plus,https://stream1.freetv.fun/8e7717d69158299bfc7e45e6b1e77d3b191b1d15a0fc22b73d7d21603281c0da.m3u8
[HD]ช่อง sky sports plus,https://stream1.freetv.fun/c7c938e0400853bc3ef002eb4f5f9dcb6342ea669dab8fb17101b2997266a35c.m3u8
[BD]翡翠,https://stream1.freetv.fun/8a31735d012894cb8c275ebf1a898a3bb42f7201dd54d6d1201d724877fd9c19.m3u8
建議使用：請保持 个人觀看 請勿頻繁切換,https://epg-1.iill.top/v/301.mp4
1989年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5194620763762726260_hlsb.m3u8
[BD]凤凰中文,https://stream1.freetv.fun/c8ad10f8d135ebbea6b77779874c1d8a6da07d925786ac11f855c0dfa87b4487.m3u8
☆卜卦,https://txmov2.a.kwimgs.com/upic/2023/08/09/14/BMjAyMzA4MDkxNDUzMjRfMzUwMDUzNzE1MV8xMTAwNjE1NTk3ODhfMl8z_b_Bc2b167ee144cd617ded961fccf210da8.mp4
[BD]tvbs亚洲,https://stream1.freetv.fun/5d67b3e9131d07f6e7da4e6fafda09cc609ee7fefb2e14ca14cf5bd6da5e4107.m3u8
☆爱不得忘不得,https://txmov2.a.kwimgs.com/upic/2023/08/08/21/BMjAyMzA4MDgyMTM0MDlfMzUwMDUzNzE1MV8xMTAwMTMxMDk1MzVfMl8z_b_B70f84eb4b2877fb6d0720502f6d4083c.mp4
[SD]凤凰电影,https://stream1.freetv.fun/eb5c379a2d045382ce7f8ffa78e5b7d184a3c44fffe574d72e3fab54a7d696f7.m3u8
beIN Sports 5,https://hls.iill.top/api/beIN-Sports-5/index.m3u8
[BD]tvbs亚洲,https://stream1.freetv.fun/52055e00fcf09c1a1fdd4289f27dce8639ebf402e478b7204b22711cb6589d4c.m3u8
[BD]robot wars by mech plus,https://stream1.freetv.fun/2e05d66c7bb09b676478692c74a5296cf532039b893d099e8cc51fa282d13bc9.m3u8
[HD]paramount movie channel[geo-blocked],https://stream1.freetv.fun/f8c094c073007a655bcbce95b57d395085bc049e719d350446fc2d4efc9c0753.m3u8
[HD]artflix movie classics,https://stream1.freetv.fun/9676fd2129d8bbc10259c2894d749078ac5125468c61fd7201b016cc15a57122.m3u8
CCTV12,http://69.30.246.194/live/cctv12.m3u8
江苏卫视,http://69.30.246.194/live/jsws.m3u8
[BD]tvbs亚洲,https://stream1.freetv.fun/0e9dc5f67eeae3d90d5afce9b70b9a06d6b3db352230f64d93221b83afb9e9ff.m3u8
CCTV11,http://69.30.246.194/live/cctv11.m3u8
CCTV15,http://69.30.246.194/live/cctv15.m3u8
CCTV16,http://69.30.246.194/live/cctv16.m3u8
[SD]星空卫视,https://stream1.freetv.fun/ec98a9ccdf617ca10e287a87558d44b94346626aea3863392cc314b0fe235dfc.m3u8
湖南卫视,http://69.30.246.194/live/hnws.m3u8
[BD]TVB 翡翠台 *sg,https://stream1.freetv.fun/1fd385566e3e98d4ed278cd58366e1437d6f8126c643614886559c91b243fe9f.m3u8
[SD]discovery kids[geo-blocked],https://stream1.freetv.fun/bb7f1ff370bc4f3fedd17c6a6745f85c3ff4d805f979f661e5e3f5631e8e0bd7.m3u8
漂洋过海来看你,https://txmov2.a.kwimgs.com/upic/2022/05/10/20/BMjAyMjA1MTAyMDIzMzRfOTU2MzA3MDg4Xzc0MTE0Njk1Mzc5XzJfMw==_b_Bda1e74f5e3d53449cde1c79fcd7d2859.mp4
湖北之声,https://satellitepull.cnr.cn/live/wx32hubzsgb/playlist.m3u8
CCTV14,http://69.30.246.194/live/cctv14.m3u8
浙江卫视,http://69.30.246.194/live/zjws.m3u8
浙江经济广播,https://satellitepull.cnr.cn/live/wxzjjjgb/playlist.m3u8
myTV San Antonio TX (KCWX-TV) (720p) [Not 24/7],http://65.36.6.216:1935/live/kcwx.smil/playlist.m3u8
夜店伤感DJ舞曲梅邦酒醉的男人,https://vd3.bdstatic.com/mda-kfque56ke4vzty9f/sc/cae_h264_nowatermark/mda-kfque56ke4vzty9f.mp4
DJ给我一把爱情火,https://vd2.bdstatic.com/mda-ncg42rnzxats8h83/cae_h264_delogo/1647486932330653636/mda-ncg42rnzxats8h83.mp4
WXTV-DT1,https://streaming-live-fcdn.api.prd.univisionnow.com/wxtv/wxtv.isml/hls/wxtv.m3u8
[BD]RTHK31 *sg,https://stream1.freetv.fun/a81da3fd66f335a20dea0f69a288eb2265d3ecba5d529e154b1429f9841c81d1.m3u8
怀旧经典DJ舞曲孙楠韩红美丽的神话,https://vd4.bdstatic.com/mda-kg2r1staatu9n7sm/v1-cae/1080p/mda-kg2r1staatu9n7sm.mp4
[BD]环球电视,https://stream1.freetv.fun/1e86a557d2d00ae53094f006c0167ca6e17e6f14817302f75057618fb631c774.m3u8
欧阳俊新歌车载DJ舞曲爱我就别想太多,https://vd3.bdstatic.com/mda-kgmrj7ih3k561xus/v1-cae/1080p/mda-kgmrj7ih3k561xus.mp4
新歌车载伤感DJ舞曲欧阳俊王莎莎送我一碗孟婆汤,https://vd2.bdstatic.com/mda-kg9t9pu1hrvpyf8z/v1-cae/1080p/mda-kg9t9pu1hrvpyf8z.mp4
高音质夜店DJ舞曲袁娅维说散就散,https://vd3.bdstatic.com/mda-kf7a9yv23fjbic52/v1-cae/1080p/mda-kf7a9yv23fjbic52.mp4
高音质夜店DJ舞曲那英雾里看花 ,https://vd4.bdstatic.com/mda-kgnvezbuz3e1wn9p/v1-cae/1080p/mda-kgnvezbuz3e1wn9p.mp4
[BD]tvbs亚洲,https://stream1.freetv.fun/2aef95d17a02f90322721318b132da070c7e4cf542e6fcebe3d6ce02379a4742.m3u8
WFUT-DT1 (720p) [Geo-blocked],https://streaming-live-fcdn.api.prd.univisionnow.com/wfut/wfut.isml/hls/wfut.m3u8
2K车载DJ舞曲庄心妍以后的以后 动感十足经典,https://vd4.bdstatic.com/mda-kfd8cb6ng9p0rkb2/v1-cae/1080p/mda-kfd8cb6ng9p0rkb2.mp4
夜店伤感DJ舞曲陈瑞瞬间的风,https://vd2.bdstatic.com/mda-kgnsmxnm9pqmmtb5/v1-cae/1080p/mda-kgnsmxnm9pqmmtb5.mp4
高清车载舞曲乘风破浪的无价之姐,https://vd3.bdstatic.com/mda-kibbyvh6tane761t/sc/mda-kibbyvh6tane761t.mp4
夜店DJ舞曲王莎莎要爱你就在,https://vd2.bdstatic.com/mda-kgqw94jr9rtv11i2/v1-cae/1080p/mda-kgqw94jr9rtv11i2.mp4
车载夜店DJ舞曲杨晨晖红尘路上我等你,https://vd4.bdstatic.com/mda-kfrf1knn46jfdsum/v1-cae/1080p/mda-kfrf1knn46jfdsum.mp4
无损音质车载DJ舞曲山丹早点表白,https://vd4.bdstatic.com/mda-kh6eer0w6prp6g1d/sc/mda-kh6eer0w6prp6g1d.mp4
免费订阅：请勿贩卖...,https://epg-1.iill.top/v/302.mp4
家乡的姑娘真漂亮,https://txmov2.a.kwimgs.com/upic/2022/05/30/06/BMjAyMjA1MzAwNjA2MTJfOTU2MzA3MDg4Xzc1NTgwMzY3NDY1XzJfMw==_b_B824cd9dc976d27015261c65bed6114f0.mp4
车载夜店伤感DJ舞曲陈瑞先生 再见,https://vd4.bdstatic.com/mda-kgimwehp4b9k1gb9/v1-cae/1080p/mda-kgimwehp4b9k1gb9.mp4
夜店DJ舞曲周杰伦霍元甲,https://vd3.bdstatic.com/mda-kgqz3k7imvj7tzvf/v1-cae/1080p/mda-kgqz3k7imvj7tzvf.mp4
[BD]snap,https://stream1.freetv.fun/1dad0882045d6c9065bc63bc343aeb79d12a7bc07104336818f2b841c1fae70b.m3u8
[BD]mytime movie network,https://stream1.freetv.fun/38198a8fb9e075b47b838bc3e982921643497f7ca4b4590cc5cfe555685fa7ad.m3u8
[BD]p plus vll,https://stream1.freetv.fun/bfcc71359aa0def69f27d90183d28e0de8bb79ffd8c9366daa3fe162160037d6.m3u8
[BD]tvb plus,https://stream1.freetv.fun/efea08e40d2af040689b157636dfc39a60cdd414ca5fa586e091a12876bb4bbf.m3u8
黄玫瑰,https://vd2.bdstatic.com/mda-nde3cc36crert6na/cae_h264_delogo/1650057387868564028/mda-nde3cc36crert6na.mp4
[BD]animax,https://stream1.freetv.fun/725a37205cd0317bb462f4a974c27c498f25a0c40d23545481e551c2b916379b.m3u8
车载夜店DJ舞曲苏谭谭只要你懂得我的爱,https://vd2.bdstatic.com/mda-kguk1tsxrd39whfs/v1-cae/1080p/mda-kguk1tsxrd39whfs.mp4
[BD]society plus[geo-blocked],https://stream1.freetv.fun/b74fbbfca7444dedf15dd7218f336deba5514687facbda0a203ffcd2bc4e9afd.m3u8
[BD]香港c plus,https://stream1.freetv.fun/a4111f1cb8867dfcb4059fe13e27c223f54a287ccf12034aba10299dde08c7c7.m3u8
经典车载DJ舞曲陈琳你的柔情我永远不懂,https://vd2.bdstatic.com/mda-kg6y9rbty9qndaug/sc/mda-kg6y9rbty9qndaug.mp4
DJ舞曲司徒兰芳带你潇洒带你嗨,https://vd4.bdstatic.com/mda-kgwcg8r27643wet6/sc/mda-kgwcg8r27643wet6.mp4
夜店伤感DJ舞曲怎么做怎么过怎么活加劲爆舞蹈背景,https://vd2.bdstatic.com/mda-keufq4z5mh00uxxw/v1-cae/sc/mda-keufq4z5mh00uxxw.mp4
第一财经,http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
我在家乡等着你,https://txmov2.a.kwimgs.com/upic/2022/06/08/08/BMjAyMjA2MDgwODAwMzVfOTU2MzA3MDg4Xzc2Mjg3OTc2MzI3XzJfMw==_b_Bc39c49da5e8e16f4633862a1ce9ddcf3.mp4
夜店伤感DJ舞曲陈瑞一生的等待 ,https://vd2.bdstatic.com/mda-kggemghvhec4g5f7/v1-cae/1080p/mda-kggemghvhec4g5f7.mp4
最亲的人,https://vd2.bdstatic.com/mda-nd384m3rzh8wedid/cae_h264_delogo/1650056726340486031/mda-nd384m3rzh8wedid.mp4
还没有爱够DJ,https://vd3.bdstatic.com/mda-ncjgwmv1u85an74x/cae_h264_delogo/1647781725809492842/mda-ncjgwmv1u85an74x.mp4
怀旧经典影视剧金曲MV毛阿敏相思 原汁原味,https://vd4.bdstatic.com/mda-kg0y4ruxsdzk7d2w/sc/mda-kg0y4ruxsdzk7d2w.mp4
韩宝仪《情人桥》,https://vd4.bdstatic.com/mda-jehka6exkt6va8id/sc/mda-jehka6exkt6va8id.mp4
寂寞沙洲冷,https://vd3.bdstatic.com/mda-mh99rcsa4prazacw/sc/cae_h264_nowatermark/1628579097181427456/mda-mh99rcsa4prazacw.mp4
夜店DJ舞曲喝醉以后才明白烟熏嗓女生版 媲美原版帅爆了,https://vd2.bdstatic.com/mda-keru1u1xxjpaibr3/sc/mda-keru1u1xxjpaibr3.mp4
高音质经典车载夜店光良童话,https://vd2.bdstatic.com/mda-kh3fskbd717i9ebs/v1-cae/1080p/mda-kh3fskbd717i9ebs.mp4
2K高清车载夜店DJ舞曲林俊杰背对背拥抱,https://vd2.bdstatic.com/mda-kfngdtm658094bqv/sc/mda-kfngdtm658094bqv.mp4
高音质夜店舞曲王力宏龙的传人听得让人热血澎湃,https://vd4.bdstatic.com/mda-khtxvqpfew4zfw7r/sc/mda-khtxvqpfew4zfw7r.mp4
高清车载DJ舞曲纪伟一起撸串喝啤酒,https://vd2.bdstatic.com/mda-khvxn3m28f82zr1t/sc/mda-khvxn3m28f82zr1t.mp4
车载DJ舞曲乌兰君儿受伤女人的倔强 全新视听,https://vd3.bdstatic.com/mda-kevgx9d1ecgw6772/sc/mda-kevgx9d1ecgw6772.mp4
免費訂閲：請勿販賣...,https://epg.iill.top/v/302.mp4
[VGA]etv plus,https://stream1.freetv.fun/f154902517f39c01a56296587c62613fee9c99bc97e5dc6867da9a187c96aa13.m3u8
长相依,https://vd2.bdstatic.com/mda-nbc576pmshnvhvzf/cae_h264_nowatermark_delogo/1644724615193281304/mda-nbc576pmshnvhvzf.mp4
无损音质DJ舞曲樊少华喝一杯最烈的酒这首歌太火了,https://vd3.bdstatic.com/mda-khbfe6yu8n9fri2c/sc/mda-khbfe6yu8n9fri2c.mp4
无损音质DJ舞曲呼和浩楠谢谢你朋友,https://vd3.bdstatic.com/mda-khik2n7zeygvezde/sc/mda-khik2n7zeygvezde.mp4
学生dj舞曲,https://vd2.bdstatic.com/mda-mkncvdu8w51mdbqw/sc/cae_h264/1637659554429325643/mda-mkncvdu8w51mdbqw.mp4
DJ舞曲孟庭苇羞答答的玫瑰静悄悄地开,https://vd4.bdstatic.com/mda-kghkigxiqebfd6q7/v1-cae/1080p/mda-kghkigxiqebfd6q7.mp4
野花香dj,https://vd3.bdstatic.com/mda-mm68k5z0h1qjm8n0/sc/cae_h264/1638980550463660240/mda-mm68k5z0h1qjm8n0.mp4
1987年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
车载夜店DJ舞曲苏谭谭大雪还在下 烟嗓音好听,https://vd3.bdstatic.com/mda-kfnnt9z890gsd2s1/v1-cae/1080p/mda-kfnnt9z890gsd2s1.mp4
怒击摇,https://vd2.bdstatic.com/mda-mkibx9zvknj8d2fu/sc/cae_h264_nowatermark/1637355659217322910/mda-mkibx9zvknj8d2fu.mp4
DJ舞曲倪尔萍有一种思念叫永远 果断收藏,https://vd4.bdstatic.com/mda-kfeni9sabmy1rr1q/sc/mda-kfeni9sabmy1rr1q.mp4
日韩舞曲DJ,https://vd4.bdstatic.com/mda-mknatf58h2evy18i/sc/cae_h264/1637653930525484478/mda-mknatf58h2evy18i.mp4
新歌上线_啥歌这么好听,https://vd4.bdstatic.com/mda-nce4pddwfdazhgrt/sc/cae_h264_delogo/1647315872347291980/mda-nce4pddwfdazhgrt.mp4
夜店DJ舞曲李袁杰醉千年加美女动感舞蹈背景,https://vd4.bdstatic.com/mda-kfjsekkhac7gzf3c/v1-cae/1080p/mda-kfjsekkhac7gzf3c.mp4
5首劲爆dj,https://vd2.bdstatic.com/mda-mm69dxgtcqg28j9j/sc/cae_h264/1638860024910192032/mda-mm69dxgtcqg28j9j.mp4
2K车载DJ舞曲孟庭苇你看你看月亮的脸,https://vd4.bdstatic.com/mda-kgvddkjug39buycp/sc/mda-kgvddkjug39buycp.mp4
dj舞曲合集,https://vd2.bdstatic.com/mda-mkmeak5hsf7hmguz/sc/cae_h264/1637579072201459045/mda-mkmeak5hsf7hmguz.mp4
FanDuel TV (720p),https://d2jl8r92tdc3f1.cloudfront.net/out/v1/59419700344b4625b7cb0693ba265ea3/TVGindex_1.m3u8
返老还童丹,https://vd2.bdstatic.com/mda-nca00vvk4jivh0zh/cae_h264_delogo/1646957555541998155/mda-nca00vvk4jivh0zh.mp4
Channel 5,http://cdn6.163189.xyz/163189/ch5
高清：小琢爱你迷恋你车载DJ广场舞版,https://vd3.bdstatic.com/mda-keksde612uaj7q5j/sc/mda-keksde612uaj7q5j.mp4
康又萁的一首车载DJ舞曲我在等风也在等你,https://vd2.bdstatic.com/mda-khux16b27gywu79b/sc/mda-khux16b27gywu79b.mp4
CCTV央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
2K伤感车载DJ舞曲林秋风没有结果的爱 ,https://vd2.bdstatic.com/mda-kfad45k8q7vz36xk/v1-cae/1080p/mda-kfad45k8q7vz36xk.mp4
CCTV女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
广西国际,http://38.75.136.137:98/gslb/dsdqpub/gxgj.m3u8?auth=testpub
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
广西新闻,http://38.75.136.137:98/gslb/dsdqpub/gxxw.m3u8?auth=testpub
CCTV文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub
CCTV世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
